Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
1,0,0,2,1,0,2,1,187,3,2710,0,6,15,13,14,1,1,15,3767
0,0,3,0,0,0,0,1,228,3,8964,0,1,21,7,11,0,2,4,4333
3,0,0,3,1,2,5,2,142,0,42,0,6,14,33,17,1,14,7,2095
1,1,0,3,3,0,2,2,255,2,2221,1,7,20,2,10,0,12,2,2857
3,1,0,0,1,0,3,1,292,2,9213,1,2,1,29,14,1,15,9,4277
1,0,3,0,0,2,5,1,182,0,31,0,4,9,19,21,2,0,9,2517
0,1,2,0,1,1,5,0,237,2,986,3,2,11,7,15,1,6,0,579
2,0,3,2,1,0,3,0,178,2,8806,0,7,18,19,10,2,1,13,4092
3,1,1,0,0,2,5,0,75,1,18,1,4,16,39,1,0,10,13,1573
2,0,0,2,0,1,5,2,84,3,955,2,2,13,29,5,0,12,14,2761
2,0,0,0,3,1,5,1,107,1,1377,2,1,23,27,3,2,9,10,1227
0,1,1,0,0,1,5,2,109,3,1069,3,4,17,26,24,0,6,10,2694
2,0,0,2,1,0,3,1,81,2,337,2,7,17,30,2,0,2,6,1591
2,0,0,1,1,2,5,2,197,3,67,1,7,6,15,21,1,8,9,2608
2,0,1,3,1,1,5,0,114,3,1855,3,1,14,28,20,0,2,7,2195
1,0,3,0,2,2,5,2,244,0,29,2,4,1,28,11,0,13,3,2070
0,1,3,3,2,2,5,0,119,2,57,0,4,7,50,15,2,12,6,2022
0,0,0,2,2,1,5,0,297,2,1533,0,1,18,15,21,0,11,9,1417
1,1,1,0,2,2,5,0,289,3,95,2,6,15,29,22,2,5,1,3227
0,1,0,1,2,0,2,1,174,0,239,1,4,23,34,3,2,10,5,2435
0,1,3,0,2,2,5,1,172,3,73,0,5,17,14,1,0,7,3,2922
0,1,1,2,0,1,5,1,168,3,639,1,5,1,43,3,2,3,15,3144
3,1,0,2,3,1,5,1,206,1,853,1,1,11,0,10,1,12,10,1178
1,1,2,1,2,2,5,2,193,3,35,2,1,11,32,17,1,3,1,2863
2,1,3,0,3,2,5,2,231,2,20,1,5,11,9,4,1,4,9,1557
0,0,2,2,1,0,4,0,55,0,7749,3,6,18,15,17,0,6,8,3758
3,1,2,2,0,1,5,1,291,1,1558,3,7,11,13,7,1,8,10,1381
3,0,1,2,0,2,5,0,111,3,70,3,4,14,14,14,0,11,14,1979
0,0,3,2,1,0,2,2,171,3,5847,3,6,8,10,9,0,7,15,2385
1,0,2,0,0,2,5,0,133,0,4,1,4,1,3,17,0,15,13,2165
2,1,0,0,3,2,5,1,295,2,63,1,2,13,3,10,1,14,13,1776
1,1,2,3,2,1,5,2,130,0,1910,3,4,0,48,6,1,13,15,2461
0,1,2,2,2,2,5,1,108,1,39,3,1,23,13,18,2,10,0,964
1,1,2,3,3,1,5,0,170,0,1603,3,3,23,41,23,0,12,15,2665
1,0,0,0,1,0,1,2,145,3,9277,2,2,6,36,14,1,9,7,2352
2,0,2,0,1,1,5,0,259,1,743,1,2,23,21,16,0,12,10,1050
1,1,3,1,0,1,5,2,63,1,830,3,4,14,2,9,0,10,3,1339
2,1,0,0,0,1,5,0,196,0,102,3,4,6,44,17,0,6,9,2517
1,1,2,2,0,1,5,1,259,0,1339,0,7,24,35,15,2,5,7,3501
0,0,2,2,1,0,2,2,53,0,2016,3,2,0,13,6,0,2,0,1394
3,0,1,2,1,1,5,0,86,0,1350,2,7,24,31,17,1,1,11,1882
0,1,3,3,3,0,1,2,86,2,6492,1,7,17,30,20,2,0,7,1946
3,0,1,3,2,0,2,2,156,1,729,2,4,3,46,17,2,12,8,1473
0,1,0,1,0,1,5,0,144,0,1031,3,6,9,21,11,1,4,8,2094
1,1,1,0,2,2,5,0,278,3,75,2,6,23,8,7,2,15,0,3162
3,1,3,3,2,0,1,0,194,1,5607,2,5,21,2,15,0,0,3,987
1,0,1,3,1,2,5,0,264,3,51,3,6,4,6,24,2,14,4,2318
1,1,2,1,2,2,5,0,237,2,35,2,4,8,39,1,0,12,14,1915
0,1,3,1,2,2,5,0,138,1,25,2,4,8,45,4,0,9,5,1342
3,0,3,1,2,0,0,0,168,3,5304,0,6,9,0,7,1,13,2,3402
2,1,2,1,1,1,5,1,236,2,1438,3,7,5,48,6,2,3,7,1583
0,0,1,3,0,2,5,0,51,1,33,3,3,19,9,22,0,5,3,863
2,1,2,2,1,1,5,0,84,3,1327,3,6,18,5,20,0,6,9,2078
3,1,2,2,1,0,1,1,182,1,2746,3,1,15,37,21,0,10,6,1129
0,1,3,0,2,1,5,1,281,2,1646,1,4,19,2,16,1,15,14,1863
0,0,0,1,3,2,5,1,153,1,47,0,5,4,29,0,2,9,12,1510
2,0,0,0,0,1,5,1,264,1,1066,1,1,7,19,23,0,11,4,1572
0,1,2,2,2,2,5,1,197,3,24,1,5,15,20,24,1,14,14,3040
1,0,0,3,2,2,5,1,162,1,54,2,2,11,44,13,0,4,8,1716
3,1,2,1,1,1,5,1,148,1,35,3,3,7,16,1,2,2,4,691
3,1,0,1,1,2,5,1,156,0,2,2,7,18,18,10,0,5,14,1867
1,1,3,3,3,0,1,0,185,1,8342,0,5,0,41,2,1,1,13,2186
0,0,3,0,3,2,5,0,64,2,76,2,2,21,39,21,0,12,7,1365
2,0,3,1,0,2,5,0,98,0,66,2,6,23,37,7,1,12,0,2221
0,0,1,0,2,1,5,0,201,0,1730,0,7,24,28,6,1,14,5,2469
2,1,2,2,2,1,5,1,292,2,1789,1,7,11,12,23,0,7,4,2196
3,1,0,2,3,1,5,2,260,1,521,2,3,5,18,22,1,10,12,1482
2,0,1,1,1,1,5,2,192,2,722,1,7,14,40,15,0,8,14,1701
0,0,2,2,1,0,2,2,106,1,8866,0,5,16,32,9,2,7,11,2383
0,0,1,0,0,1,5,1,261,2,1569,2,4,19,3,23,1,0,1,1467
2,1,2,1,2,1,5,2,122,3,1430,1,1,4,20,10,2,15,3,2715
0,0,1,1,1,0,3,1,99,2,5320,2,3,6,30,23,2,10,3,2499
0,0,3,1,0,2,5,1,143,2,24,3,2,9,2,24,2,9,1,1100
0,0,0,1,3,0,3,2,266,3,93,1,4,7,32,20,0,7,11,2773
2,0,1,0,3,0,2,1,295,2,2767,2,1,3,41,19,0,1,9,2158
3,1,3,2,3,2,5,2,166,2,6,0,6,22,8,21,2,8,8,1681
1,0,0,3,3,1,5,0,231,3,652,1,3,14,0,18,1,9,0,2629
1,0,0,0,3,1,5,0,68,3,973,3,3,24,15,21,2,2,8,2421
3,1,0,3,2,0,3,2,223,0,7779,1,5,1,27,1,1,11,1,4145
0,0,2,2,1,1,5,0,247,0,1320,0,2,22,9,23,2,3,4,1269
3,1,2,1,0,2,5,1,66,1,32,0,5,21,38,10,2,15,0,2117
0,0,0,1,0,1,5,2,95,3,217,2,5,12,21,19,2,8,9,2359
3,1,3,2,0,1,5,2,147,3,1760,0,2,14,15,7,0,7,13,2477
3,0,2,0,2,0,4,0,80,3,7793,2,2,22,20,19,0,15,6,4383
1,0,1,3,1,0,4,2,161,3,3818,2,2,0,26,7,1,8,6,3562
0,0,0,2,1,0,3,1,189,3,2791,3,5,19,22,0,1,7,1,2610
1,1,0,2,0,0,4,0,155,2,3238,2,3,22,49,23,1,2,14,3872
2,1,0,2,0,2,5,1,139,3,76,3,2,22,20,20,0,15,14,3406
0,1,2,1,3,2,5,1,52,0,71,3,3,13,44,19,2,1,7,2237
1,1,2,1,3,0,4,2,171,3,5945,2,7,17,50,1,2,4,7,6260
2,0,2,2,3,2,5,1,194,3,64,0,6,24,2,7,2,13,12,2639
3,0,2,1,3,2,5,2,200,3,93,2,6,17,26,8,2,11,0,2005
3,1,0,2,1,2,5,0,289,0,48,0,6,9,8,20,2,12,15,2199
3,1,3,3,0,2,5,2,238,0,55,3,6,18,30,4,2,1,15,2009
1,0,0,3,1,0,1,0,283,0,9707,2,1,6,2,10,0,9,3,1451
2,0,2,0,0,2,5,2,238,0,15,2,3,7,31,24,0,8,1,2024
3,1,2,0,3,0,2,1,94,1,1104,3,6,13,22,9,2,2,7,1298
2,0,2,1,3,0,3,1,292,3,966,2,1,3,4,22,1,1,8,2525
1,1,3,3,2,2,5,1,94,3,1,0,4,24,50,16,1,8,4,3967
0,0,0,0,0,0,3,1,75,2,9590,2,4,20,18,15,1,1,12,3771
2,0,0,2,3,1,5,2,100,0,1786,2,5,7,9,17,1,7,7,1897
3,0,1,1,3,1,5,1,247,2,1114,1,5,0,48,9,2,6,5,1581
1,1,2,0,1,2,5,2,72,2,20,0,4,0,47,21,0,8,5,2040
0,1,3,3,3,1,5,1,199,1,1942,3,4,11,28,11,2,4,7,1422
0,0,1,3,2,2,5,0,283,1,83,0,6,20,28,13,1,13,0,1665
2,0,0,1,2,0,1,0,213,1,7328,2,3,24,24,23,0,5,1,1287
1,0,3,2,1,1,5,2,190,0,1834,3,1,12,37,17,1,1,13,2064
3,0,0,2,0,0,4,2,165,2,526,2,6,11,0,12,2,14,8,1655
1,0,3,1,0,1,5,1,133,1,1415,2,6,22,30,0,1,11,7,1629
1,0,0,2,2,0,2,1,150,1,4667,2,1,4,45,2,2,13,0,2227
3,0,0,0,0,0,3,0,142,3,6614,1,2,3,50,8,0,5,3,3962
2,0,1,0,0,2,5,1,276,3,98,1,3,5,41,22,0,11,15,3112
1,0,1,1,1,1,5,0,151,2,1318,0,7,4,29,19,1,9,14,2017
2,1,3,0,0,0,0,0,181,3,7206,2,1,12,40,1,0,4,7,4874
3,0,3,3,0,2,5,2,72,3,1,1,4,15,14,5,1,8,8,2101
1,0,1,3,1,0,4,2,234,2,4521,3,5,17,0,16,1,3,12,2651
2,1,2,1,2,0,4,1,80,3,345,1,2,3,21,19,1,3,5,2699
2,1,3,2,3,2,5,0,87,2,48,2,5,14,31,5,2,6,9,1266
1,0,1,2,3,1,5,1,209,1,399,2,2,22,30,11,1,5,3,1444
2,0,0,3,0,1,5,2,244,1,966,1,5,13,17,8,0,3,8,1658
0,1,1,1,1,2,5,2,191,0,27,2,1,23,33,21,0,10,15,1740
3,0,3,1,1,2,5,2,166,2,87,2,5,2,36,11,1,9,10,1165
1,1,0,3,3,0,2,2,296,2,1009,1,7,15,33,10,1,8,10,2934
1,1,0,3,0,1,5,2,214,1,514,3,2,0,24,15,1,14,14,1932
2,0,1,3,1,1,5,2,50,2,1627,0,3,10,4,3,2,15,6,1059
0,0,3,2,0,1,5,0,151,1,1751,2,6,12,39,3,1,13,13,1522
2,0,3,0,2,0,4,1,231,3,3234,1,1,6,31,15,1,1,9,3698
3,0,2,3,1,1,5,1,158,1,229,0,6,22,3,22,1,10,2,1134
0,1,1,3,2,2,5,2,297,0,82,0,1,18,1,11,1,3,11,1502
2,0,1,2,0,0,2,2,57,0,6220,1,6,7,1,6,0,15,13,3238
2,1,0,1,1,1,5,1,51,3,1127,2,6,24,14,15,1,6,9,2243
3,0,1,1,1,1,5,2,99,1,1378,3,3,18,42,24,1,2,9,1015
1,1,3,1,0,0,1,2,89,3,1874,3,1,20,23,0,0,9,0,2998
3,1,0,3,3,1,5,0,130,0,1162,1,4,2,5,1,2,8,4,1493
0,0,2,3,2,2,5,1,69,0,39,3,4,20,45,9,2,1,14,1813
3,1,0,0,3,1,5,2,153,1,1724,0,6,11,13,17,2,5,5,1695
0,1,0,2,2,2,5,2,220,1,33,2,1,23,31,21,2,15,11,1657
3,0,1,3,3,1,5,2,166,3,449,3,7,17,17,5,2,11,0,1970
0,0,0,0,3,0,2,2,229,1,9068,0,7,17,36,11,2,15,15,3261
0,0,1,3,2,0,4,1,248,2,8434,0,5,20,12,19,1,14,5,4738
3,1,0,2,1,2,5,0,141,3,92,0,1,6,13,24,0,0,8,2002
2,0,3,3,0,1,5,2,104,0,748,0,7,7,43,6,2,8,15,2450
2,0,0,1,0,2,5,2,53,0,74,0,7,1,30,13,0,5,0,2571
0,0,3,3,2,0,3,2,52,2,596,3,4,0,40,10,2,8,11,1295
1,0,0,0,1,2,5,2,123,3,71,0,2,19,20,17,1,8,14,2277
3,1,3,3,3,1,5,2,231,1,764,3,6,10,31,5,0,8,15,1148
1,0,1,2,3,0,2,0,55,2,6816,2,5,4,29,22,2,15,10,3081
1,1,1,0,2,0,1,0,275,3,6527,2,4,18,41,15,2,1,14,3574
3,1,0,1,2,2,5,2,118,0,64,2,4,7,21,11,2,8,12,1674
1,0,1,1,2,1,5,2,201,1,551,1,4,10,9,7,1,8,2,1098
3,0,2,1,2,2,5,1,192,1,20,3,5,7,37,21,0,4,7,1213
3,1,2,2,3,1,5,1,126,2,841,1,1,24,9,12,2,4,9,1086
0,1,2,2,3,1,5,2,68,1,1737,3,1,24,14,5,1,2,15,905
0,0,1,0,2,0,2,0,171,2,3184,1,5,4,47,7,2,12,15,2018
1,0,1,0,2,2,5,0,235,2,35,2,5,21,32,14,1,5,10,1698
0,0,2,2,2,2,5,0,75,1,82,1,2,10,40,21,1,11,9,1024
2,1,0,0,1,2,5,1,283,0,78,2,2,8,45,17,0,10,6,2488
2,0,3,1,0,2,5,2,50,0,76,1,1,5,13,14,0,13,11,1685
3,0,0,3,0,0,2,2,85,0,7113,2,5,11,22,2,1,12,4,2722
0,1,3,1,3,0,1,1,266,0,4685,1,6,3,42,23,1,9,1,2617
0,1,3,3,0,0,0,1,75,2,1350,2,4,10,26,14,0,13,9,2106
2,0,3,2,1,2,5,0,53,2,30,0,6,16,25,5,0,5,0,1440
1,1,0,3,0,1,5,0,188,0,1598,2,4,0,41,4,0,8,9,2789
3,1,2,2,0,0,4,1,189,3,1005,1,1,2,23,13,0,4,10,2982
3,1,3,1,0,2,5,1,89,1,39,0,7,18,27,5,1,11,9,1925
3,0,0,2,2,1,5,0,151,2,355,3,7,4,49,23,0,12,3,1704
0,1,2,2,0,0,4,2,279,0,3873,1,5,21,10,22,1,4,1,3786
3,0,2,2,2,1,5,1,186,1,1238,3,7,8,7,18,1,14,15,1072
3,0,2,2,1,0,4,0,132,0,5832,0,1,0,35,12,2,11,13,3027
1,1,0,0,0,1,5,0,73,0,1934,1,3,16,38,24,2,3,1,2639
1,1,3,1,3,1,5,2,104,0,1329,3,4,2,19,9,1,14,15,2196
0,0,1,3,3,2,5,1,203,2,61,3,3,1,29,12,2,10,7,1283
0,0,3,1,0,1,5,2,118,0,780,1,3,18,8,0,2,13,2,1476
2,0,0,3,1,0,3,2,162,0,4539,1,4,17,27,0,1,4,4,3042
0,1,3,2,0,0,4,1,223,0,9868,2,7,10,50,15,1,9,4,6792
0,0,2,0,1,0,1,0,58,0,9665,3,1,16,21,2,2,7,7,933
1,1,3,2,0,2,5,2,94,2,66,0,1,21,32,17,2,3,5,1747
1,0,2,0,3,0,1,0,293,0,868,0,6,20,38,22,0,15,7,3020
0,1,3,3,2,2,5,0,172,0,81,3,6,23,31,18,0,3,7,1877
0,1,0,3,0,0,4,0,106,1,9544,2,6,9,23,12,2,1,3,5294
3,1,0,0,2,2,5,2,241,3,66,0,5,24,22,24,0,7,0,3034
2,1,3,2,2,1,5,0,251,2,458,0,6,14,45,6,2,14,9,2584
3,1,1,0,3,2,5,1,116,0,27,1,4,10,45,1,1,1,2,2332
2,0,3,2,1,0,2,2,235,3,3820,3,3,0,38,18,2,3,1,2698
3,0,1,2,3,1,5,2,129,3,1246,1,2,9,42,22,2,11,0,2319
3,1,2,1,0,0,4,2,132,3,9066,2,2,18,12,6,2,12,4,5467
1,1,3,3,2,1,5,1,86,0,1585,3,2,4,27,10,0,3,13,2064
2,1,0,3,0,1,5,1,97,1,1827,2,2,1,29,3,2,1,2,1696
2,0,0,2,0,0,1,2,71,1,2553,2,2,12,1,10,0,9,10,1070
1,1,1,2,3,0,1,0,65,1,3709,1,3,22,50,3,1,7,3,1668
3,0,3,2,3,1,5,1,178,1,1205,0,5,4,17,17,2,4,13,1375
2,1,1,1,3,0,0,1,144,2,2567,2,1,9,41,10,1,5,4,2304
2,0,2,1,1,1,5,2,114,3,323,3,2,16,36,3,1,10,5,2180
0,0,3,1,1,2,5,1,121,2,90,3,5,11,9,3,2,5,11,690
1,0,2,0,3,0,0,1,184,3,4488,1,4,16,24,9,1,6,8,3871
0,1,1,0,1,0,4,2,184,1,3434,3,4,15,6,12,1,5,12,2041
0,0,3,1,1,2,5,1,74,0,57,1,6,6,0,0,0,3,2,1181
1,0,1,1,1,2,5,0,165,2,92,2,3,7,48,20,1,10,4,1564
0,1,3,1,2,0,3,0,123,0,5174,0,3,6,1,12,0,11,7,2840
1,0,0,3,2,0,1,1,291,3,9297,1,3,2,3,19,0,2,9,2924
0,1,0,1,3,0,4,2,190,1,146,2,4,1,28,4,2,14,12,1502
3,1,2,0,2,2,5,0,184,1,78,0,4,23,18,12,1,14,2,1437
3,0,0,0,1,1,5,2,185,3,235,2,5,22,43,20,2,2,8,2521
3,0,1,2,1,2,5,0,218,0,2,3,1,10,6,9,1,5,9,951
1,0,1,0,0,2,5,1,63,3,30,1,4,3,11,12,2,6,7,2568
2,0,1,3,3,1,5,0,53,3,8,3,5,10,33,3,0,1,9,2464
2,1,1,2,1,2,5,2,126,1,6,2,3,11,11,23,2,1,1,1014
1,0,2,1,0,0,0,0,299,2,2086,0,6,13,35,6,2,8,6,2710
3,0,0,2,1,0,3,1,270,3,7935,2,2,24,40,9,2,2,6,4165
1,0,3,2,0,2,5,1,73,1,87,0,7,11,35,13,1,0,0,2355
2,0,2,0,3,2,5,2,120,0,19,1,4,12,18,2,1,11,3,1677
1,0,1,1,3,1,5,0,253,0,1897,3,3,4,23,9,1,13,3,1901
0,1,3,3,3,0,0,0,87,2,9845,1,4,11,30,7,2,15,1,4288
2,0,3,3,2,2,5,2,215,2,78,2,1,3,25,15,2,15,3,1461
1,1,0,3,2,1,5,2,134,3,75,2,5,0,17,16,2,9,13,3250
1,1,2,2,1,1,5,2,167,3,759,1,6,6,3,6,1,11,4,2877
0,0,3,2,1,1,5,0,298,3,444,1,5,2,14,10,1,6,5,1966
2,1,3,3,1,1,5,2,158,1,1090,0,3,19,27,5,2,6,3,1084
0,1,1,0,3,1,5,1,154,0,401,3,7,14,19,1,0,7,8,1857
1,1,0,0,0,2,5,2,145,1,13,3,4,22,18,12,0,1,7,1787
2,0,0,1,1,0,1,2,127,2,5202,0,6,16,13,7,0,7,1,1516
0,1,0,0,2,2,5,2,192,2,88,1,6,5,19,6,2,12,13,1769
3,0,0,1,0,0,2,1,237,1,6928,2,4,12,23,15,1,9,14,2310
0,0,3,2,2,0,4,0,279,1,1958,2,1,0,25,4,0,0,8,1432
0,1,1,1,0,1,5,2,167,1,487,0,5,19,5,12,2,3,15,1354
3,0,2,0,3,1,5,0,134,3,233,0,6,10,18,16,2,8,3,2305
0,1,2,2,3,0,2,1,152,1,5086,2,4,7,16,13,0,2,10,2120
0,0,1,2,3,0,0,0,63,2,31,2,5,3,14,2,1,5,9,975
3,1,2,2,2,2,5,0,290,0,44,1,2,10,17,11,2,1,14,1715
3,1,3,2,0,2,5,2,104,2,3,2,7,0,36,20,2,13,11,1888
1,0,0,3,2,0,1,0,65,1,5183,3,2,10,8,19,1,4,4,850
2,0,3,3,0,1,5,0,152,1,90,2,5,1,50,9,2,1,8,1787
1,0,3,3,0,0,3,2,111,0,596,2,2,23,10,3,0,10,3,2030
2,0,1,3,2,0,1,2,248,2,1921,3,6,20,47,11,1,7,8,1717
0,0,1,2,0,0,2,1,257,0,3696,3,4,11,11,18,1,10,8,2319
3,1,1,1,0,2,5,1,239,1,19,2,3,0,37,21,2,5,14,1573
2,0,3,3,0,1,5,1,158,0,1664,0,3,4,13,3,2,1,3,2308
2,0,0,1,2,0,3,1,152,1,8403,1,4,20,29,23,0,10,3,4136
0,0,0,0,1,2,5,1,56,2,72,2,2,14,17,20,1,0,8,981
0,1,2,1,3,2,5,0,215,3,7,0,4,0,12,22,2,11,11,2641
1,1,2,0,1,0,0,0,90,1,9635,0,3,7,21,10,0,6,4,3842
1,1,3,3,3,1,5,1,296,0,519,1,3,23,26,3,0,13,11,2665
3,0,0,2,1,2,5,1,170,2,13,2,1,3,27,4,0,13,6,973
0,1,1,1,1,1,5,1,298,3,1193,1,4,24,25,24,1,3,8,2806
2,0,3,1,1,2,5,2,54,1,62,0,7,15,25,13,0,5,9,1455
0,0,2,1,1,0,2,0,244,2,8855,0,2,21,17,1,0,12,7,2081
1,1,1,0,3,0,4,0,207,1,1834,3,1,18,27,7,1,10,14,2059
0,1,1,2,3,0,4,1,217,1,2853,0,7,3,13,17,0,0,4,2910
3,0,0,2,3,1,5,0,180,1,688,0,6,16,23,7,2,5,7,1440
0,0,0,1,1,1,5,0,218,0,430,0,6,15,15,3,1,14,5,1966
2,0,3,0,0,0,3,0,136,2,3030,2,2,24,18,9,1,8,7,1980
3,1,2,1,2,1,5,1,276,2,1595,1,4,2,22,8,2,10,15,1554
0,1,1,3,1,2,5,2,220,3,8,0,7,6,27,10,0,2,5,3246
1,1,2,3,2,0,2,0,175,3,7753,0,3,18,31,8,0,1,5,4924
3,0,3,3,0,1,5,0,119,0,210,3,2,24,8,10,1,3,6,1164
2,1,3,3,3,1,5,1,66,3,914,2,5,9,47,6,1,7,7,3006
2,0,1,3,2,2,5,2,217,3,92,2,5,21,21,17,2,3,0,2372
2,0,2,1,1,0,2,2,66,0,1851,2,1,19,22,4,0,7,6,1464
0,0,0,2,3,0,4,2,172,3,1554,0,3,13,46,7,1,10,4,3279
0,0,0,2,3,0,3,0,291,3,4359,2,2,1,15,15,0,3,1,3175
2,1,2,1,2,0,3,1,52,2,723,2,2,5,10,10,1,13,8,1377
0,1,0,0,2,0,4,2,125,1,2622,3,2,16,14,19,1,8,12,1770
0,0,0,3,3,0,3,2,80,3,703,1,5,18,48,6,2,2,7,2836
0,1,3,2,1,2,5,1,243,0,2,1,7,8,38,13,0,11,8,2493
0,1,0,2,2,2,5,1,173,2,61,3,2,6,30,23,1,13,13,1651
3,0,2,2,0,0,3,0,71,1,9198,3,1,19,37,7,1,3,10,2854
1,1,0,0,3,2,5,2,84,2,83,3,5,1,49,15,1,0,5,1966
0,0,2,0,0,0,3,1,68,1,9368,2,6,3,37,20,1,8,14,3718
2,1,2,2,1,1,5,1,150,2,987,3,3,2,8,21,2,9,13,1111
3,0,3,1,1,2,5,0,70,2,40,3,3,15,32,2,1,6,1,593
0,1,0,1,3,2,5,2,269,2,98,2,5,16,28,23,2,3,13,1713
2,0,1,3,2,0,2,2,214,2,8159,1,1,4,46,11,2,7,4,2773
3,1,1,2,0,0,1,2,180,3,5384,1,5,3,3,4,2,13,13,2566
2,0,1,2,3,1,5,0,193,0,818,3,3,3,17,15,1,8,15,1387
2,0,2,0,2,1,5,0,244,0,1242,2,7,18,22,14,2,1,2,2034
2,1,3,3,0,1,5,0,177,0,1545,2,3,11,39,16,2,6,15,2260
0,0,3,0,2,0,1,1,140,1,9076,3,7,19,2,17,0,8,7,804
0,0,0,2,1,0,1,2,124,0,6432,1,6,10,15,0,1,4,0,1612
0,0,1,1,2,2,5,1,74,0,78,1,7,16,3,20,0,3,15,1629
2,1,1,0,1,1,5,2,93,3,634,2,5,16,35,22,1,9,5,2764
2,0,3,3,3,0,3,1,105,0,8943,2,3,22,24,4,0,12,9,4025
3,0,1,3,0,1,5,0,116,3,545,3,1,17,29,13,2,0,5,2054
0,1,1,1,3,0,0,1,59,3,6487,2,2,20,13,15,0,2,8,4058
3,1,2,0,3,2,5,2,156,3,54,1,3,4,50,17,2,15,8,3025
1,1,3,1,3,2,5,2,195,0,48,3,2,10,6,21,1,2,7,1822
0,0,1,3,0,1,5,0,217,0,1848,2,5,16,14,16,2,0,4,1997
2,1,3,2,3,2,5,2,114,2,97,2,3,24,25,16,2,8,6,1320
3,0,3,0,2,2,5,1,191,1,19,2,6,0,34,18,1,13,8,1302
3,1,1,1,3,1,5,1,184,3,557,0,1,9,47,18,0,15,8,3185
3,0,2,1,0,0,1,2,245,3,6038,3,6,18,48,4,1,15,9,2629
1,1,1,0,3,2,5,1,56,3,7,2,5,9,7,11,0,6,0,2717
3,0,3,2,0,1,5,2,257,3,1500,1,4,3,35,5,0,1,1,2721
2,1,1,1,3,2,5,2,224,3,42,1,4,5,9,5,0,8,8,2639
2,0,1,0,0,1,5,2,199,1,664,1,6,8,17,10,2,15,5,1916
1,0,1,2,1,1,5,0,161,0,1394,2,6,4,39,3,0,11,8,2079
3,0,2,0,0,1,5,2,137,0,174,1,6,12,48,22,1,9,11,2446
0,1,1,1,0,2,5,0,124,3,48,3,7,17,14,3,0,5,14,2491
2,0,1,2,2,1,5,1,275,3,229,3,7,23,39,1,2,5,3,2637
2,1,3,1,2,0,4,2,131,1,4102,1,3,15,39,21,2,14,12,3661
0,0,1,0,1,0,4,2,171,2,5779,2,3,3,45,2,2,10,1,3023
0,0,3,0,1,1,5,0,64,1,1190,2,6,9,41,23,0,5,7,1204
1,0,1,2,3,1,5,2,160,1,1025,2,3,24,43,15,1,10,0,1792
0,0,3,1,0,0,4,1,238,3,8517,0,3,0,24,1,1,11,15,5031
2,0,3,1,2,2,5,0,231,1,22,1,2,9,23,20,2,11,3,1022
3,1,3,0,1,1,5,0,277,0,65,0,6,0,20,12,2,14,12,2116
2,0,1,1,1,0,1,2,260,3,4099,2,7,12,25,24,1,12,14,2538
3,0,2,3,0,1,5,2,262,3,1494,3,7,21,6,0,0,10,11,2404
3,1,3,0,2,1,5,1,119,0,390,2,7,17,42,3,1,8,9,2292
2,1,0,2,1,0,4,0,240,2,9925,0,1,14,5,13,1,14,14,5289
1,1,2,3,0,1,5,2,59,0,115,0,6,13,19,9,1,10,10,3217
0,0,2,0,3,0,1,2,113,1,577,1,7,5,15,16,2,2,7,1327
1,1,1,0,1,0,4,1,262,0,8682,3,6,2,49,12,0,1,7,6776
1,0,0,1,2,1,5,0,284,1,1902,0,6,1,0,1,0,13,5,1742
3,1,0,1,0,0,4,1,156,0,4246,1,4,4,19,0,0,5,10,3648
0,0,1,2,0,1,5,1,235,3,277,0,3,21,50,4,2,6,6,2718
2,1,2,0,2,2,5,1,151,2,53,3,5,16,37,1,2,15,14,1845
3,1,1,2,3,2,5,1,223,2,97,0,1,18,50,11,1,14,5,1953
2,0,1,0,2,2,5,2,262,2,95,3,4,21,28,8,1,14,0,1486
3,0,2,2,2,1,5,2,186,0,303,2,3,16,4,6,0,0,3,1284
1,0,1,3,1,2,5,2,135,0,64,1,3,21,23,10,2,11,15,1542
2,0,3,3,2,0,0,0,220,3,7413,1,4,11,22,1,2,14,6,4638
2,1,1,1,1,1,5,0,89,0,1966,3,6,11,28,17,1,9,15,1841
0,1,0,3,3,1,5,1,117,3,1024,1,2,18,1,24,0,10,10,2636
0,0,3,3,3,2,5,2,139,1,71,3,3,11,13,22,0,12,1,926
0,1,3,1,3,0,3,1,183,3,3777,0,6,20,40,20,1,12,2,4869
1,1,2,0,2,1,5,1,95,1,1680,1,5,3,0,20,1,3,9,1290
1,1,1,1,0,1,5,1,104,3,154,0,3,23,36,12,1,1,10,4149
2,1,2,1,0,1,5,1,245,0,118,1,5,1,36,17,2,14,12,2926
2,1,0,0,1,0,4,2,64,1,9942,1,3,11,28,24,1,6,2,5071
0,1,1,0,1,1,5,1,131,2,172,1,5,6,42,4,1,1,0,1898
1,0,1,1,3,0,2,0,143,2,5272,3,3,1,14,8,0,15,1,2192
1,1,2,0,1,1,5,0,228,0,1571,1,5,21,42,15,2,8,9,2428
1,0,0,3,1,0,3,0,200,1,8493,1,5,5,23,19,2,2,6,3957
